"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","rt.sulfur.dioxide"
"724",6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8,5.3851648071345
"3383",6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7,5.3851648071345
"435",7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,5.56776436283002
"351",6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7,6.85565460040104
"2620",6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,6,5.56776436283002
"3463",6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6,6.16441400296898
"3867",8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6,7.68114574786861
"39",7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5,6.70820393249937
"1878",8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6,4.58257569495584
"3934",8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,4,5.29150262212918
"2353",6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,6,6
"4807",6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,6,6.08276253029822
"1249",7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,7,4.47213595499958
"1330",8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,5,4.47213595499958
"2080",7.4,0.45,0.32,7.1,0.044,17,117,0.9962,3.32,0.41,10.4,4,4.12310562561766
"4389",6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,6,5.29150262212918
"3802",8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,4.47213595499958
"2139",5.5,0.24,0.32,8.7,0.06,19,102,0.994,3.27,0.31,10.4,5,4.35889894354067
"3230",6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,7,6.48074069840786
"2049",6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,5,5.3851648071345
"4829",6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5,7.34846922834953
"1055",7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,2.23606797749979
"708",7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6,7.54983443527075
"4680",4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,5,8.30662386291807
"2173",6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5,3.3166247903554
"4507",6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,6,6.16441400296898
"307",7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,5,6.32455532033676
"275",7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,5,7.68114574786861
"32",8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,6,2.64575131106459
"1448",7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,4.24264068711928
"3458",6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,7,7.41619848709566
"4003",6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,5
"1669",7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7,4.47213595499958
"4784",6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,6.16441400296898
"2519",7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7,3.87298334620742
"3667",6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7,7.81024967590665
"4420",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,6.08276253029822
"4151",7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,5,2.44948974278318
"2730",6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,4.89897948556636
"2006",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,6.85565460040104
"3022",6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4,2.44948974278318
"3838",8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,6.40312423743285
"3595",6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7,6.08276253029822
"3078",6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,7.34846922834953
"3233",6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5,5,2.44948974278318
"3493",6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7,5.56776436283002
"213",7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5,6.16441400296898
"1053",7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,5,4.24264068711928
"3632",6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,4.58257569495584
"3562",7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,4.79583152331272
"1795",6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,5,4.79583152331272
"794",5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7,5.29150262212918
"764",5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6,6.16441400296898
"3203",5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,7,5.8309518948453
"278",7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,5,3
"3091",6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,5.74456264653803
"1736",8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,6,7.48331477354788
"4505",6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,5,4.47213595499958
"1869",7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7,6.40312423743285
"4373",7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,6,4.79583152331272
"1890",7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5,4.89897948556636
"4031",6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5,5.47722557505166
"3449",6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,7,5.3851648071345
"454",6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,5.65685424949238
"2154",7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,6,4.79583152331272
"3090",6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,7,4.47213595499958
"1216",8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,6.40312423743285
"2817",7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5,4.89897948556636
"1606",7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,9,5.56776436283002
"870",7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,6,6.08276253029822
"2577",6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5,8.60232526704263
"10",8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,6,5.29150262212918
"3786",5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7,3.3166247903554
"1150",6.7,0.25,0.23,7.2,0.038,61,220,0.9952,3.14,0.35,9.5,5,7.81024967590665
"2440",7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,6,6
"4823",6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,6,5.91607978309962
"3137",5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5,7.21110255092798
"4549",6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5,7.14142842854285
"2976",8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,6,8.42614977317636
"1824",7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,5.8309518948453
"3440",6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5,4.89897948556636
"379",5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6,4.12310562561766
"4473",7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,5,3.46410161513775
"1870",8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7,6.40312423743285
"1225",7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7,5.3851648071345
"182",7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,5,7.81024967590665
"3518",6.6,0.29,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,7,6.16441400296898
"2915",6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,4.69041575982343
"4320",6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,7,5.74456264653803
"3375",5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5,7.54983443527075
"2785",7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6,5.65685424949238
"1203",6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5,5.91607978309962
"1701",6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6,5
"3606",6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5,5.91607978309962
"2389",7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,4,2.64575131106459
"3491",7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7,6.2449979983984
"2812",7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,5,4.79583152331272
"620",7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6,5.74456264653803
"4360",7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,6,7.21110255092798
"4873",6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,5,7.07106781186548
"585",6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,7,5.65685424949238
"1536",8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,4.12310562561766
"2528",7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,6,5.3851648071345
"3836",6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,5.8309518948453
"350",7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5,7.48331477354788
"4442",6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6,6
"4892",5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,6,6.16441400296898
"2427",7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6,5.65685424949238
"4409",5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,6.92820323027551
"490",7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6,7.21110255092798
"2845",8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9,5,4.89897948556636
"558",6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6,4
"1163",6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7,5.3851648071345
"60",7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6,6.6332495807108
"2792",6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,7.81024967590665
"4340",6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,8,3.87298334620742
"752",6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6,8.83176086632785
"3741",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,5.3851648071345
"162",6.4,0.22,0.56,14.5,0.055,27,159,0.998,2.98,0.4,9.1,5,5.19615242270663
"3271",6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,4.58257569495584
"651",7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,5.91607978309962
"1648",7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,7,4.47213595499958
"518",7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6,7
"990",7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,7,2.82842712474619
"4148",6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7,7.28010988928052
"717",7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,6,4.69041575982343
"3084",5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,5.29150262212918
"1804",6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,5.91607978309962
"2491",7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,6,3.3166247903554
"1879",8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6,6.40312423743285
"687",6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,7,4.58257569495584
"2521",7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5,5.29150262212918
"1523",6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5,3.87298334620742
"2530",6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,5,5.09901951359278
"2981",6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7,5.56776436283002
"480",6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6,8.18535277187245
"1690",7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,6,5.29150262212918
"4305",6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6,4.89897948556636
"1758",6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,7.48331477354788
"1422",6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,6,4.12310562561766
"426",7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,6.08276253029822
"4037",7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,5,6.32455532033676
"3257",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,6.2449979983984
"4451",6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,6,5.3851648071345
"4570",6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6,4.12310562561766
"1196",7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,6,7.28010988928052
"3301",7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5,3.16227766016838
"2726",6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5,7.87400787401181
"2502",6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,5,6.2449979983984
"2146",7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9,6,7
"2798",6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5,6.08276253029822
"1980",7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,6,7.54983443527075
"2796",6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8,3.87298334620742
"2505",8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6,7.34846922834953
"1347",7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7,6.78232998312527
"1474",7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6,6.2449979983984
"4379",6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5,3
"2499",6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5,5.65685424949238
"3003",6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,6.70820393249937
"4582",6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6,5.65685424949238
"3189",7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11,8,6.48074069840786
"4333",7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,6.70820393249937
"4318",6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7,7.61577310586391
"982",7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,7,5.65685424949238
"1440",6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,5,8.18535277187245
"4220",7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,8.24621125123532
"2745",6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,3
"1504",6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,7,4.89897948556636
"2165",8.4,0.22,0.28,18.8,0.028,55,130,0.998,2.96,0.35,11.6,5,7.41619848709566
"3929",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,5.19615242270663
"4604",5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,6,6.32455532033676
"4460",5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5,5.29150262212918
"2171",7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,6.96419413859206
"2223",8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7,5
"2524",8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,5,6.40312423743285
"4785",6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5,7.41619848709566
"1134",8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,5,5.19615242270663
"233",8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,6,7
"319",5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7,4.35889894354067
"4297",6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,4.47213595499958
"2003",7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6,6.557438524302
"1806",7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,5.3851648071345
"3",8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6,5.47722557505166
"2662",7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6,6.78232998312527
"2679",7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5,4.58257569495584
"3923",6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,5.47722557505166
"3169",6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,6,4.69041575982343
"2101",6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5,5.56776436283002
"821",6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,9,4.89897948556636
"167",8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6,6.2449979983984
"4655",6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,7,7.41619848709566
"2457",8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,6
"3776",6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,6.40312423743285
"2618",6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,6.85565460040104
"4537",7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,6,7.87400787401181
"2095",6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5,4.69041575982343
"1950",6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5,5.3851648071345
"3256",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,6.2449979983984
"169",7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3,5,4.47213595499958
"3871",6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6,8.60232526704263
"2236",6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,3.16227766016838
"863",4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,6,5.74456264653803
"4791",6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6,5.29150262212918
"3911",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,7
"4825",6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5,7.34846922834953
"4517",6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,6,3.87298334620742
"1462",6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,6,7.34846922834953
"599",5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8,5.56776436283002
"925",7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,8,7.07106781186548
"1214",5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,3.16227766016838
"2584",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,4.35889894354067
"2811",7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,7,4.69041575982343
"1660",6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,5,7.28010988928052
"1852",6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,4.58257569495584
"4368",7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,5.65685424949238
"101",7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5,7.21110255092798
"3544",6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,7
"2430",8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6,8.36660026534076
"3259",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,6.2449979983984
"2980",6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7,6.2449979983984
"2141",7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5,5.56776436283002
"4572",5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7,5.09901951359278
